date,origin_port,destination_port,cargo_type,freight_rate,bdi,oil_price,commodity_price,commodity_demand,weather_disruption,port_congestion,usd_index
2024-05-16,Singapore,Rotterdam,Iron Ore,3307.9,1912.27,78.0,107.8,110.5,0,43.42,103.31
2024-05-17,Shanghai,Rotterdam,Steel,3377.57,1895.21,77.84,107.61,108.51,0,60.18,102.75
2024-05-18,Singapore,Rotterdam,Iron Ore,3036.02,1887.78,77.69,107.41,107.15,0,30.97,105.25
2024-05-19,Singapore,Rotterdam,Steel,3023.41,1885.46,77.66,107.36,105.35,0,50.64,105.9
2024-05-20,Mumbai,Dubai,Steel,2118.59,1893.39,77.65,107.41,106.97,0,42.43,101.75
2024-05-21,Shanghai,Rotterdam,Iron Ore,3345.53,1892.5,77.42,107.45,108.86,0,15.47,99.57
2024-05-22,Shanghai,Rotterdam,Iron Ore,3538.8,1883.93,77.24,107.52,107.64,1,34.22,99.37
2024-05-23,Shanghai,Rotterdam,Coal,2790.26,1868.99,76.96,107.16,108.07,0,37.75,104.45
2024-05-24,Shanghai,Rotterdam,Coal,2970.29,1872.02,76.63,106.88,112.74,1,64.68,102.34
2024-05-25,Shanghai,Rotterdam,Iron Ore,3581.26,1857.39,76.51,106.87,107.22,1,54.96,102.63
2024-05-26,Mumbai,Dubai,Steel,2082.2,1863.43,76.15,106.53,102.51,0,22.49,99.61
2024-05-27,Mumbai,Rotterdam,Steel,2402.85,1854.07,75.92,106.31,110.03,0,37.9,101.11
2024-05-28,Singapore,Rotterdam,Steel,3039.87,1859.64,75.6,106.2,98.64,0,70.27,101.74
2024-05-29,Shanghai,Rotterdam,Steel,3122.76,1857.83,75.51,106.18,99.92,0,41.67,102.44
2024-05-30,Mumbai,Rotterdam,Steel,2376.83,1849.41,75.6,105.51,106.86,0,35.09,101.47
2024-05-31,Mumbai,Rotterdam,Coal,2364.96,1837.86,75.23,105.47,107.61,0,47.38,100.46
2024-06-01,Singapore,Rotterdam,Iron Ore,3048.34,1827.66,74.77,105.19,98.65,0,51.45,100.77
2024-06-02,Mumbai,Dubai,Coal,1941.95,1823.54,74.57,105.14,102.81,0,33.16,103.7
2024-06-03,Shanghai,Los Angeles,Steel,3092.93,1816.54,74.39,105.1,101.54,1,55.54,102.2
2024-06-04,Shanghai,Los Angeles,Steel,2835.15,1804.11,74.24,105.28,101.99,0,35.07,102.69
2024-06-05,Mumbai,Rotterdam,Steel,2573.52,1795.04,73.99,105.38,108.98,2,66.79,100.36
2024-06-06,Singapore,Rotterdam,Steel,3024.39,1787.86,73.77,105.48,107.64,2,58.55,97.21
2024-06-07,Shanghai,Los Angeles,Iron Ore,3428.84,1762.96,73.63,105.61,103.86,2,63.23,100.8
2024-06-08,Mumbai,Rotterdam,Steel,2265.08,1758.69,73.6,105.44,101.06,1,36.61,100.22
2024-06-09,Mumbai,Dubai,Iron Ore,2047.69,1742.87,73.11,105.21,96.89,0,27.68,101.98
2024-06-10,Shanghai,Los Angeles,Steel,2824.19,1725.6,72.87,105.19,110.57,0,54.18,106.32
2024-06-11,Mumbai,Rotterdam,Iron Ore,2585.82,1704.01,72.7,105.13,106.27,0,38.81,102.37
2024-06-12,Mumbai,Rotterdam,Coal,2195.93,1681.52,72.37,104.81,99.62,0,44.28,105.36
2024-06-13,Shanghai,Rotterdam,Steel,2877.78,1662.49,72.43,104.66,106.58,1,43.4,102.05
2024-06-14,Mumbai,Dubai,Iron Ore,2616.86,1648.59,72.14,104.41,102.47,3,77.48,100.18
2024-06-15,Shanghai,Rotterdam,Coal,2517.18,1655.94,71.94,103.95,101.22,0,30.88,101.58
2024-06-16,Singapore,Rotterdam,Steel,2503.23,1643.43,71.82,104.02,104.67,0,37.97,103.67
2024-06-17,Shanghai,Rotterdam,Steel,2952.18,1636.5,71.53,103.78,98.61,0,51.79,103.67
2024-06-18,Shanghai,Rotterdam,Steel,2878.28,1631.32,71.05,104.04,100.44,0,57.59,100.0
2024-06-19,Shanghai,Los Angeles,Iron Ore,2902.09,1623.95,70.79,103.38,102.59,0,32.14,101.17
2024-06-20,Mumbai,Rotterdam,Iron Ore,2533.41,1614.89,70.74,102.99,99.32,0,69.4,98.58
2024-06-21,Mumbai,Dubai,Coal,1706.32,1596.86,70.49,102.75,104.99,1,52.7,101.9
2024-06-22,Shanghai,Rotterdam,Iron Ore,3068.38,1599.97,70.15,102.78,110.82,0,24.36,102.92
2024-06-23,Mumbai,Dubai,Iron Ore,2209.71,1605.91,70.09,102.62,97.54,2,61.54,100.58
2024-06-24,Shanghai,Rotterdam,Steel,2549.13,1583.91,69.83,102.44,92.81,0,34.26,99.45
2024-06-25,Singapore,Rotterdam,Steel,2683.73,1567.17,69.55,101.9,90.96,1,54.51,100.93
2024-06-26,Shanghai,Rotterdam,Steel,2605.63,1556.36,69.37,101.36,100.04,0,39.36,100.94
2024-06-27,Shanghai,Los Angeles,Steel,2610.72,1540.06,69.28,101.18,97.31,1,49.11,100.37
2024-06-28,Mumbai,Rotterdam,Steel,2209.19,1535.52,69.43,100.58,101.49,0,26.33,100.45
2024-06-29,Singapore,Rotterdam,Steel,2436.03,1521.1,69.35,100.19,100.94,0,54.85,99.85
2024-06-30,Shanghai,Rotterdam,Steel,2324.36,1529.82,69.32,100.06,92.09,0,22.66,101.54
2024-07-01,Mumbai,Dubai,Coal,1761.34,1530.75,69.03,99.55,90.86,2,39.37,101.08
2024-07-02,Singapore,Rotterdam,Coal,2231.48,1523.85,68.67,99.7,101.24,0,45.51,98.43
2024-07-03,Singapore,Rotterdam,Coal,2319.34,1523.47,68.48,99.75,100.27,0,64.04,98.32
2024-07-04,Shanghai,Rotterdam,Coal,2350.62,1523.72,68.29,99.09,97.29,0,34.71,99.39
2024-07-05,Singapore,Rotterdam,Steel,2472.52,1510.63,67.92,98.6,90.96,0,50.51,100.8
2024-07-06,Mumbai,Dubai,Coal,1659.58,1495.53,67.69,97.78,101.43,1,64.1,99.85
2024-07-07,Singapore,Rotterdam,Steel,2654.63,1487.6,67.54,97.32,105.27,0,52.22,98.6
2024-07-08,Mumbai,Dubai,Coal,1423.66,1485.95,67.39,97.26,100.12,0,35.33,99.89
2024-07-09,Shanghai,Rotterdam,Iron Ore,3221.2,1478.54,67.26,96.9,94.33,3,47.63,98.93
2024-07-10,Mumbai,Rotterdam,Coal,1885.09,1457.42,67.1,96.76,98.62,1,14.89,100.68
2024-07-11,Singapore,Rotterdam,Coal,2128.13,1442.52,66.82,96.12,91.39,1,44.06,99.79
2024-07-12,Mumbai,Rotterdam,Steel,2034.59,1433.48,66.54,96.07,103.35,0,57.67,98.75
2024-07-13,Mumbai,Dubai,Coal,1590.51,1424.45,66.16,95.68,98.3,0,23.14,99.5
2024-07-14,Singapore,Rotterdam,Iron Ore,2480.68,1431.84,66.23,95.43,88.88,0,50.5,101.06
2024-07-15,Shanghai,Los Angeles,Steel,2422.85,1412.39,66.03,95.16,96.05,1,33.75,98.17
2024-07-16,Mumbai,Rotterdam,Steel,2110.81,1408.12,65.79,94.59,99.7,0,41.59,99.56
2024-07-17,Singapore,Rotterdam,Coal,2144.97,1411.75,65.46,94.05,95.55,0,50.62,98.78
2024-07-18,Mumbai,Rotterdam,Steel,1775.71,1421.68,65.7,94.05,95.68,0,30.11,99.46
2024-07-19,Singapore,Rotterdam,Steel,2474.17,1410.25,65.34,93.9,90.77,0,42.56,97.77
2024-07-20,Shanghai,Rotterdam,Steel,2570.24,1406.03,65.08,93.92,99.56,1,41.77,98.86
2024-07-21,Mumbai,Rotterdam,Steel,1974.27,1402.48,64.95,93.76,93.32,0,50.58,100.29
2024-07-22,Shanghai,Los Angeles,Steel,2392.58,1395.99,64.84,93.55,85.62,0,43.53,97.16
2024-07-23,Shanghai,Los Angeles,Steel,2697.14,1387.2,64.8,92.88,94.39,2,56.85,96.5
2024-07-24,Mumbai,Dubai,Iron Ore,2123.68,1382.75,64.88,92.57,100.99,0,63.38,96.5
2024-07-25,Singapore,Rotterdam,Coal,1917.2,1354.6,64.76,92.33,93.99,0,49.93,96.62
2024-07-26,Mumbai,Rotterdam,Iron Ore,2420.69,1352.23,64.42,92.58,104.46,2,45.64,99.2
2024-07-27,Mumbai,Dubai,Steel,1884.12,1345.48,64.19,92.52,97.76,2,54.71,96.14
2024-07-28,Mumbai,Rotterdam,Steel,1919.14,1336.0,64.05,92.68,97.16,0,38.86,97.74
2024-07-29,Singapore,Rotterdam,Coal,2102.56,1344.75,64.18,92.6,94.67,0,41.2,99.05
2024-07-30,Shanghai,Los Angeles,Iron Ore,2853.09,1331.78,63.79,92.19,94.82,0,77.87,98.69
2024-07-31,Shanghai,Rotterdam,Coal,2187.41,1321.07,63.79,92.0,93.69,1,53.56,97.43
2024-08-01,Shanghai,Los Angeles,Iron Ore,2663.08,1329.59,63.64,91.83,93.35,1,17.46,98.23
2024-08-02,Mumbai,Dubai,Steel,1425.71,1315.59,63.59,91.38,97.37,0,31.86,98.05
2024-08-03,Shanghai,Rotterdam,Coal,1889.84,1303.93,63.4,91.06,89.89,0,11.01,97.49
2024-08-04,Mumbai,Dubai,Coal,1380.15,1295.57,63.1,90.8,89.05,0,35.05,97.45
2024-08-05,Singapore,Rotterdam,Steel,2192.29,1295.2,63.04,90.99,88.67,0,10.19,101.07
2024-08-06,Shanghai,Rotterdam,Coal,2092.28,1289.84,62.97,90.25,104.37,0,26.93,98.87
2024-08-07,Mumbai,Dubai,Iron Ore,1723.57,1272.57,62.95,90.35,96.66,1,25.19,101.32
2024-08-08,Singapore,Rotterdam,Iron Ore,2541.74,1261.48,62.79,89.91,95.39,0,45.76,96.8
2024-08-09,Shanghai,Los Angeles,Iron Ore,2396.53,1249.87,62.53,89.36,88.45,0,40.01,97.37
2024-08-10,Singapore,Rotterdam,Iron Ore,2265.39,1242.6,62.14,89.46,96.72,0,44.54,95.44
2024-08-11,Mumbai,Rotterdam,Steel,1791.77,1239.44,62.11,89.44,92.89,0,38.43,96.17
2024-08-12,Singapore,Rotterdam,Coal,1964.32,1236.32,62.01,89.56,94.41,0,19.09,100.19
2024-08-13,Singapore,Rotterdam,Iron Ore,2340.42,1215.75,61.72,89.57,88.33,0,47.7,96.5
2024-08-14,Mumbai,Rotterdam,Steel,2133.96,1218.0,61.49,89.9,93.89,0,68.83,100.11
2024-08-15,Mumbai,Dubai,Coal,1475.74,1213.85,61.27,89.86,90.84,0,46.14,95.32
2024-08-16,Mumbai,Dubai,Coal,1290.42,1218.87,60.9,89.63,89.01,0,33.61,95.56
2024-08-17,Singapore,Rotterdam,Steel,2130.88,1216.47,60.63,89.54,96.39,1,26.58,96.58
2024-08-18,Mumbai,Rotterdam,Steel,1638.83,1219.44,60.32,89.68,84.92,0,26.38,96.95
2024-08-19,Mumbai,Rotterdam,Iron Ore,1950.71,1217.43,60.12,89.31,95.32,0,46.8,98.38
2024-08-20,Shanghai,Los Angeles,Coal,2620.03,1222.58,59.88,88.98,95.8,1,64.1,97.63
2024-08-21,Mumbai,Dubai,Coal,1474.96,1221.24,59.5,88.74,87.87,0,43.91,96.28
2024-08-22,Shanghai,Rotterdam,Steel,2649.32,1215.06,59.68,88.05,88.06,2,68.0,96.66
2024-08-23,Mumbai,Dubai,Coal,1339.91,1227.96,59.74,87.92,90.94,0,50.62,96.34
2024-08-24,Mumbai,Dubai,Iron Ore,1941.81,1229.91,59.5,87.3,93.36,1,55.6,95.41
2024-08-25,Shanghai,Los Angeles,Coal,2245.52,1229.45,59.42,87.16,91.09,2,46.12,95.41
2024-08-26,Shanghai,Rotterdam,Steel,2587.4,1214.32,59.36,87.23,93.92,1,50.61,98.24
2024-08-27,Shanghai,Los Angeles,Steel,2317.15,1199.21,59.42,86.96,100.47,0,27.27,93.92
2024-08-28,Shanghai,Rotterdam,Iron Ore,2286.98,1196.87,59.19,87.24,89.02,0,40.26,99.05
2024-08-29,Singapore,Rotterdam,Iron Ore,2121.3,1193.48,59.24,86.74,82.9,0,44.96,96.07
2024-08-30,Shanghai,Rotterdam,Coal,2056.98,1184.14,59.06,86.91,95.51,0,65.18,95.39
2024-08-31,Shanghai,Los Angeles,Coal,1883.3,1180.97,58.75,86.95,99.71,1,28.35,97.63
2024-09-01,Mumbai,Dubai,Steel,1543.12,1189.51,58.76,86.39,93.18,0,47.22,98.71
2024-09-02,Shanghai,Rotterdam,Iron Ore,2476.3,1191.03,58.86,86.95,85.69,0,62.22,98.13
2024-09-03,Shanghai,Rotterdam,Iron Ore,2696.76,1177.99,59.15,86.82,90.44,0,51.38,97.17
2024-09-04,Mumbai,Rotterdam,Iron Ore,2138.81,1173.32,58.88,86.48,85.39,0,52.49,98.02
2024-09-05,Mumbai,Dubai,Coal,1445.17,1163.23,58.9,86.02,94.12,1,56.82,93.79
2024-09-06,Singapore,Rotterdam,Iron Ore,2600.17,1156.62,58.75,85.86,84.08,1,67.48,95.55
2024-09-07,Shanghai,Los Angeles,Steel,2165.56,1149.94,58.79,85.73,89.27,0,23.69,94.94
2024-09-08,Singapore,Rotterdam,Steel,1832.98,1142.88,58.49,85.66,85.68,0,19.21,98.12
2024-09-09,Mumbai,Dubai,Coal,1114.69,1129.74,58.23,85.49,91.28,0,39.9,95.68
2024-09-10,Shanghai,Rotterdam,Coal,1779.47,1125.75,58.04,85.56,88.75,0,7.58,97.5
2024-09-11,Shanghai,Rotterdam,Iron Ore,2687.58,1118.45,57.98,85.38,91.41,2,74.46,97.01
2024-09-12,Mumbai,Dubai,Coal,1452.67,1092.33,57.82,84.81,90.58,1,66.31,94.9
2024-09-13,Shanghai,Rotterdam,Steel,2111.08,1106.21,57.86,84.7,85.49,0,33.5,95.29
2024-09-14,Shanghai,Rotterdam,Iron Ore,2347.34,1112.52,57.96,84.04,93.51,0,34.44,98.09
2024-09-15,Shanghai,Rotterdam,Steel,2203.0,1107.25,57.99,84.06,90.08,0,38.91,94.97
2024-09-16,Shanghai,Los Angeles,Iron Ore,2117.19,1105.29,58.18,83.75,85.34,0,40.78,96.3
2024-09-17,Shanghai,Los Angeles,Coal,1958.0,1093.95,58.2,83.73,101.45,0,41.91,94.92
2024-09-18,Mumbai,Rotterdam,Iron Ore,1869.32,1105.69,57.97,84.0,92.59,0,48.37,95.61
2024-09-19,Singapore,Rotterdam,Iron Ore,2168.28,1119.18,58.14,83.72,89.41,0,37.41,96.0
2024-09-20,Mumbai,Dubai,Steel,1606.43,1118.9,58.01,83.94,97.22,0,54.15,94.88
2024-09-21,Mumbai,Dubai,Steel,1371.36,1125.7,58.11,83.79,99.33,0,46.69,94.61
2024-09-22,Mumbai,Dubai,Iron Ore,1690.57,1125.86,58.32,84.19,89.37,2,46.9,96.47
2024-09-23,Mumbai,Rotterdam,Coal,1701.83,1114.07,58.36,84.06,91.81,1,68.03,94.76
2024-09-24,Shanghai,Los Angeles,Coal,1703.05,1109.82,58.11,83.82,85.11,0,19.63,94.8
2024-09-25,Mumbai,Rotterdam,Steel,1785.88,1110.07,57.96,83.97,89.3,0,38.62,94.61
2024-09-26,Mumbai,Dubai,Coal,1265.78,1105.78,58.14,83.84,89.03,0,54.5,95.89
2024-09-27,Singapore,Rotterdam,Steel,1858.56,1103.52,58.1,83.62,90.94,0,29.15,97.42
2024-09-28,Shanghai,Rotterdam,Coal,1891.33,1102.43,58.11,83.49,91.67,0,44.64,98.26
2024-09-29,Shanghai,Los Angeles,Iron Ore,2549.36,1101.57,58.21,83.47,92.8,1,56.15,94.91
2024-09-30,Shanghai,Los Angeles,Steel,1937.81,1101.92,58.32,83.8,91.19,0,27.09,99.23
2024-10-01,Mumbai,Rotterdam,Steel,1716.38,1093.52,58.36,83.32,83.95,0,38.91,94.49
2024-10-02,Shanghai,Los Angeles,Iron Ore,2399.4,1088.02,58.34,83.33,85.31,0,37.65,97.63
2024-10-03,Mumbai,Dubai,Steel,1542.39,1078.12,58.3,83.5,87.28,2,47.72,94.92
2024-10-04,Mumbai,Dubai,Coal,1655.44,1086.47,58.44,83.57,88.61,2,90.53,94.7
2024-10-05,Mumbai,Rotterdam,Coal,1669.81,1070.3,58.54,83.91,95.29,0,28.55,94.9
2024-10-06,Mumbai,Dubai,Steel,1561.06,1080.35,58.52,83.92,84.24,0,55.07,95.94
2024-10-07,Singapore,Rotterdam,Coal,1741.14,1092.41,58.7,83.9,88.29,0,34.11,96.9
2024-10-08,Mumbai,Rotterdam,Steel,1708.76,1091.11,58.71,84.08,94.86,0,23.7,97.04
2024-10-09,Singapore,Rotterdam,Iron Ore,2018.29,1071.54,58.61,84.15,88.62,0,41.54,94.63
2024-10-10,Shanghai,Rotterdam,Steel,2120.61,1070.06,58.53,84.09,92.45,0,49.74,94.58
2024-10-11,Singapore,Rotterdam,Iron Ore,2155.17,1071.1,58.43,84.27,89.48,0,53.81,94.7
2024-10-12,Shanghai,Rotterdam,Coal,2268.88,1064.72,58.43,84.16,91.5,0,63.43,95.92
2024-10-13,Shanghai,Rotterdam,Iron Ore,2501.26,1062.44,58.65,84.06,89.11,0,84.18,95.79
2024-10-14,Singapore,Rotterdam,Coal,1826.24,1076.67,58.58,83.99,93.63,1,51.76,94.69
2024-10-15,Mumbai,Rotterdam,Steel,1523.43,1084.12,58.66,84.39,82.61,0,30.05,96.54
2024-10-16,Mumbai,Dubai,Coal,1358.24,1079.0,58.62,83.65,88.56,0,46.79,99.55
2024-10-17,Mumbai,Dubai,Steel,1431.65,1068.64,58.64,83.82,91.91,0,36.01,95.41
2024-10-18,Shanghai,Rotterdam,Steel,2334.32,1068.58,58.47,83.91,93.15,0,53.89,95.54
2024-10-19,Shanghai,Rotterdam,Iron Ore,2334.24,1069.57,58.5,83.57,98.0,0,20.54,97.05
2024-10-20,Mumbai,Rotterdam,Iron Ore,1877.49,1076.38,58.54,83.73,88.63,0,75.53,95.4
2024-10-21,Shanghai,Los Angeles,Iron Ore,2276.23,1075.08,58.69,83.94,98.05,0,52.84,97.26
2024-10-22,Singapore,Rotterdam,Iron Ore,2152.46,1082.29,58.8,84.18,87.42,0,14.74,95.21
2024-10-23,Shanghai,Rotterdam,Coal,1906.35,1101.03,58.7,83.61,97.42,0,29.36,99.06
2024-10-24,Mumbai,Dubai,Coal,1477.66,1110.94,58.94,84.06,94.93,0,52.24,96.85
2024-10-25,Mumbai,Rotterdam,Coal,1773.08,1114.08,59.06,83.98,86.35,2,73.65,95.44
2024-10-26,Singapore,Rotterdam,Steel,1816.98,1116.28,59.18,84.26,92.52,0,20.92,95.51
2024-10-27,Mumbai,Rotterdam,Coal,1573.37,1117.22,59.27,84.56,90.81,0,50.7,95.65
2024-10-28,Singapore,Rotterdam,Coal,1599.2,1130.59,59.29,84.46,94.27,0,10.79,98.52
2024-10-29,Singapore,Rotterdam,Coal,1859.39,1129.63,59.42,84.75,90.11,1,46.66,94.59
2024-10-30,Shanghai,Rotterdam,Iron Ore,2518.77,1134.18,59.59,84.77,89.77,0,56.68,95.52
2024-10-31,Mumbai,Rotterdam,Coal,1709.95,1138.91,59.43,84.39,98.24,1,39.73,95.72
2024-11-01,Mumbai,Rotterdam,Steel,1587.94,1139.34,59.45,84.81,90.99,1,25.4,96.57
2024-11-02,Mumbai,Dubai,Iron Ore,1630.11,1132.93,59.53,84.76,95.71,0,42.19,96.22
2024-11-03,Mumbai,Dubai,Steel,1382.89,1140.21,59.68,84.68,90.54,0,30.93,94.43
2024-11-04,Shanghai,Rotterdam,Coal,2021.31,1144.54,59.97,84.73,100.1,0,49.44,96.11
2024-11-05,Shanghai,Rotterdam,Iron Ore,2489.76,1153.48,59.97,84.94,88.47,1,34.72,96.6
2024-11-06,Shanghai,Los Angeles,Steel,2007.5,1154.27,60.02,85.08,88.89,0,28.41,95.84
2024-11-07,Mumbai,Dubai,Coal,1410.02,1169.22,60.07,85.37,99.69,0,9.68,97.86
2024-11-08,Singapore,Rotterdam,Steel,2169.04,1167.5,60.08,85.2,89.95,0,42.55,98.25
2024-11-09,Mumbai,Rotterdam,Steel,1919.92,1186.61,60.15,85.17,100.29,0,37.59,96.8
2024-11-10,Shanghai,Rotterdam,Steel,2125.46,1178.15,60.4,85.31,96.85,0,22.17,97.3
2024-11-11,Mumbai,Rotterdam,Coal,1536.9,1187.27,60.38,85.95,91.73,0,42.91,93.76
2024-11-12,Mumbai,Rotterdam,Coal,1661.74,1196.82,60.58,86.1,83.55,0,55.41,96.42
2024-11-13,Shanghai,Los Angeles,Steel,2139.59,1196.32,60.47,86.54,92.64,0,36.77,98.6
2024-11-14,Mumbai,Dubai,Iron Ore,1621.92,1205.68,60.53,86.73,93.37,0,44.02,96.51
2024-11-15,Shanghai,Rotterdam,Iron Ore,2725.7,1221.99,60.62,86.79,98.81,2,60.1,96.09
2024-11-16,Mumbai,Rotterdam,Coal,1586.16,1210.43,61.02,86.92,101.04,0,21.94,100.66
2024-11-17,Shanghai,Rotterdam,Coal,2281.09,1220.73,61.13,87.06,89.8,1,78.85,100.02
2024-11-18,Singapore,Rotterdam,Coal,1954.37,1207.16,60.95,87.41,97.36,0,32.94,98.04
2024-11-19,Shanghai,Los Angeles,Coal,2115.79,1205.91,60.81,87.94,97.31,0,49.84,99.1
2024-11-20,Singapore,Rotterdam,Coal,2213.97,1225.52,60.97,88.23,98.98,1,59.54,94.11
2024-11-21,Shanghai,Rotterdam,Iron Ore,2418.07,1227.53,61.22,88.73,96.24,0,37.91,96.32
2024-11-22,Shanghai,Rotterdam,Coal,2489.08,1224.9,61.44,88.69,84.17,3,73.1,96.85
2024-11-23,Mumbai,Dubai,Steel,1575.55,1230.17,61.63,88.79,93.24,1,51.69,97.25
2024-11-24,Mumbai,Rotterdam,Steel,1623.44,1253.65,61.97,88.82,88.38,0,18.74,96.93
2024-11-25,Mumbai,Rotterdam,Iron Ore,1973.19,1246.02,62.06,89.11,93.29,0,35.02,93.9
2024-11-26,Singapore,Rotterdam,Steel,2235.04,1244.72,62.37,89.23,99.34,0,30.81,98.36
2024-11-27,Shanghai,Los Angeles,Iron Ore,2409.73,1263.89,62.29,89.63,96.11,0,33.07,98.65
2024-11-28,Mumbai,Rotterdam,Iron Ore,2145.38,1286.02,62.33,89.62,100.47,0,20.44,100.3
2024-11-29,Mumbai,Dubai,Steel,1715.18,1292.55,62.24,89.85,96.59,0,56.9,96.77
2024-11-30,Singapore,Rotterdam,Coal,2028.79,1290.06,62.37,90.24,88.54,0,64.03,96.71
2024-12-01,Singapore,Rotterdam,Steel,2350.97,1314.32,62.55,89.95,82.57,0,54.67,94.05
2024-12-02,Mumbai,Dubai,Steel,1819.14,1334.65,62.75,90.71,96.07,1,67.06,97.69
2024-12-03,Shanghai,Los Angeles,Iron Ore,2559.57,1347.72,62.94,90.87,94.41,1,42.83,99.54
2024-12-04,Mumbai,Dubai,Steel,1763.83,1348.93,62.98,90.59,90.75,0,30.46,97.34
2024-12-05,Shanghai,Los Angeles,Iron Ore,2611.15,1356.31,63.14,90.86,87.29,1,36.32,101.53
2024-12-06,Mumbai,Dubai,Coal,1505.72,1362.86,63.11,91.11,92.27,0,49.66,97.99
2024-12-07,Mumbai,Dubai,Coal,1411.46,1373.4,63.5,91.32,95.13,0,43.41,98.66
2024-12-08,Shanghai,Rotterdam,Coal,2380.84,1392.96,63.65,91.81,99.59,0,38.84,96.46
2024-12-09,Singapore,Rotterdam,Steel,2443.22,1408.0,63.76,92.24,97.37,0,59.43,99.0
2024-12-10,Mumbai,Dubai,Iron Ore,1951.61,1407.44,64.2,92.55,104.63,0,46.07,95.67
2024-12-11,Mumbai,Dubai,Coal,1488.59,1426.56,64.2,92.91,91.57,1,35.42,99.74
2024-12-12,Mumbai,Rotterdam,Iron Ore,2470.39,1437.22,64.23,93.13,101.32,2,45.79,99.85
2024-12-13,Singapore,Rotterdam,Iron Ore,2697.03,1450.92,64.26,93.82,97.31,0,50.23,100.87
2024-12-14,Mumbai,Rotterdam,Coal,1937.72,1470.9,64.45,93.69,100.71,1,63.63,97.37
2024-12-15,Singapore,Rotterdam,Coal,2014.23,1470.3,64.71,93.98,95.22,0,48.28,99.2
2024-12-16,Mumbai,Rotterdam,Iron Ore,2449.15,1478.33,65.03,94.24,102.93,0,68.45,99.87
2024-12-17,Mumbai,Dubai,Coal,1566.74,1482.44,65.61,94.7,99.22,1,72.53,99.76
2024-12-18,Mumbai,Dubai,Iron Ore,1921.55,1478.3,65.48,94.74,94.51,0,46.62,97.87
2024-12-19,Shanghai,Rotterdam,Iron Ore,2735.59,1489.5,65.77,94.56,98.02,0,27.42,95.64
2024-12-20,Mumbai,Rotterdam,Coal,1913.89,1518.04,65.89,94.85,97.05,0,20.35,99.82
2024-12-21,Shanghai,Los Angeles,Steel,2453.98,1511.8,66.0,95.17,100.86,0,34.19,99.14
2024-12-22,Shanghai,Rotterdam,Coal,2525.34,1520.05,66.12,95.8,92.69,0,51.3,98.58
2024-12-23,Mumbai,Rotterdam,Steel,2160.3,1533.7,66.18,95.74,98.61,0,67.4,100.65
2024-12-24,Mumbai,Rotterdam,Iron Ore,2443.12,1543.23,66.64,96.28,100.9,0,46.26,99.5
2024-12-25,Shanghai,Rotterdam,Iron Ore,3245.16,1550.88,66.97,97.13,99.26,0,57.53,97.66
2024-12-26,Mumbai,Dubai,Steel,1690.38,1549.06,67.18,97.3,106.0,0,36.32,96.81
2024-12-27,Mumbai,Rotterdam,Iron Ore,2424.79,1559.5,67.59,97.23,103.31,0,49.34,98.08
2024-12-28,Mumbai,Dubai,Steel,2196.89,1562.04,67.57,97.39,99.58,1,60.35,103.43
2024-12-29,Shanghai,Rotterdam,Steel,2532.14,1553.12,67.58,97.65,100.87,0,10.31,101.0
2024-12-30,Mumbai,Dubai,Iron Ore,1961.61,1571.28,67.46,98.05,101.44,0,33.8,100.27
2024-12-31,Singapore,Rotterdam,Steel,2657.31,1587.54,67.56,98.16,102.15,0,54.25,99.78
2025-01-01,Shanghai,Los Angeles,Coal,2348.18,1590.11,67.63,98.61,91.04,0,44.12,99.7
2025-01-02,Mumbai,Rotterdam,Coal,1706.59,1600.54,67.86,98.59,98.84,0,22.05,101.89
2025-01-03,Shanghai,Los Angeles,Iron Ore,2745.69,1617.73,68.08,98.41,93.09,0,3.55,99.47
2025-01-04,Mumbai,Dubai,Iron Ore,2109.74,1628.11,68.08,98.95,107.08,3,58.51,101.14
2025-01-05,Mumbai,Rotterdam,Steel,2151.6,1643.91,68.41,98.64,100.55,0,38.93,99.82
2025-01-06,Mumbai,Dubai,Steel,1918.07,1650.1,68.65,98.84,100.06,0,26.74,103.32
2025-01-07,Singapore,Rotterdam,Steel,2564.7,1669.14,68.96,99.88,105.69,0,42.15,101.59
2025-01-08,Shanghai,Rotterdam,Steel,2795.3,1680.24,68.88,100.13,103.48,0,47.6,102.42
2025-01-09,Mumbai,Rotterdam,Coal,2135.92,1690.3,69.13,100.11,95.9,0,50.06,99.74
2025-01-10,Singapore,Rotterdam,Coal,2089.24,1688.62,69.16,100.35,101.36,0,4.66,102.27
2025-01-11,Singapore,Rotterdam,Iron Ore,2747.67,1699.38,69.3,100.59,100.21,1,28.29,100.28
2025-01-12,Mumbai,Rotterdam,Steel,2227.76,1701.16,69.59,100.88,93.33,0,35.43,100.98
2025-01-13,Mumbai,Dubai,Steel,1994.41,1704.46,69.8,101.3,98.77,1,56.58,103.34
2025-01-14,Singapore,Rotterdam,Iron Ore,2794.79,1706.3,69.87,101.29,101.47,0,47.34,99.39
2025-01-15,Shanghai,Los Angeles,Steel,2851.26,1706.11,70.07,101.96,101.98,0,47.08,101.33
2025-01-16,Singapore,Rotterdam,Steel,2629.48,1731.4,70.04,102.27,95.31,0,34.25,101.74
2025-01-17,Mumbai,Dubai,Steel,1902.76,1750.31,70.41,102.7,108.64,0,35.09,101.93
